player_id,player_name,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0006101,T.Gonzalez,ATL,2013,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,6,36,1,0,0,39,14,3,-0.7901862861472182,0,0,9.6,12.6
00-0006101,T.Gonzalez,ATL,2013,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,8,33,0,0,0,64,2,3,0.09914167964598164,0,0,3.3000000000000003,7.300000000000001
00-0006101,T.Gonzalez,ATL,2013,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,5,24,0,0,0,35,4,3,2.7570456592948176,0,0,2.4000000000000004,6.4
00-0006101,T.Gonzalez,ATL,2013,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,12,14,149,2,0,0,122,41,8,11.26597856747685,0,0,26.9,38.9
00-0006101,T.Gonzalez,ATL,2013,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,10,14,97,0,0,0,93,31,7,5.0233568992698565,0,0,9.700000000000001,19.700000000000003
00-0006101,T.Gonzalez,ATL,2013,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,4,30,0,0,0,18,21,2,1.142417126800865,0,0,3,5
00-0006101,T.Gonzalez,ATL,2013,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,8,26,0,0,0,71,3,2,0.16789363126736134,0,0,2.6,5.6
00-0006101,T.Gonzalez,ATL,2013,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,6,7,81,1,0,0,81,14,5,6.750244176364504,0,0,14.1,20.1
00-0006101,T.Gonzalez,ATL,2013,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,5,29,0,0,0,48,4,2,1.9705979138961993,0,0,2.9000000000000004,5.9
00-0006101,T.Gonzalez,ATL,2013,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,7,9,63,0,0,0,66,18,3,4.636454992054496,1,0,8.3,15.3
00-0006101,T.Gonzalez,ATL,2013,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,6,43,0,0,0,43,14,2,1.9892730532446876,0,0,4.3,8.3
00-0006101,T.Gonzalez,ATL,2013,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,7,42,1,0,0,60,5,3,4.517417557828594,0,0,10.2,14.2
00-0006101,T.Gonzalez,ATL,2013,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,6,25,1,0,0,56,5,2,-2.1065827761776745,0,0,8.5,11.5
00-0006101,T.Gonzalez,ATL,2013,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,6,7,62,1,0,0,52,19,4,6.129544562660158,0,0,12.2,18.2
00-0006101,T.Gonzalez,ATL,2013,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,8,11,63,1,0,0,75,14,5,2.372985263587907,0,0,12.3,20.3
00-0006101,T.Gonzalez,ATL,2013,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,4,56,0,0,0,41,15,2,4.278174822044093,0,0,5.6000000000000005,9.600000000000001
00-0007091,M.Hasselbeck,IND,2013,4,REG,2,3,37,0,0,0,-0,0,0,23,24,2,2.451773956070305,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,1.48,1.48
00-0007091,M.Hasselbeck,IND,2013,10,REG,2,5,68,0,1,0,-0,0,0,16,61,2,-0.7367521623673383,0,-0.05993200585989792,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.6200000000000002,0.6200000000000002
00-0007091,M.Hasselbeck,IND,2013,17,REG,3,4,25,0,0,0,-0,0,0,38,5,2,2.094950203667395,0,NA,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.9,0.9
00-0010346,P.Manning,DEN,2013,1,REG,27,42,462,7,0,3,17,0,0,381,271,20,24.740109924518038,0,0.2424522131672822,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,46.28,46.28
00-0010346,P.Manning,DEN,2013,2,REG,30,43,307,2,0,0,-0,0,0,328,127,18,21.433350537616928,0,0.22711544590763408,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,19.98,19.98
00-0010346,P.Manning,DEN,2013,3,REG,32,37,374,3,0,1,2,1,1,248,167,20,18.254920588712828,0,0.32557300691778984,3,-2,0,1,0,0,-2.675147441215813,0,0,0,0,0,0,0,0,0,0,NA,0,0,24.76,24.76
00-0010346,P.Manning,DEN,2013,4,REG,28,34,327,4,0,1,6,0,0,243,172,18,20.653596231830306,0,0.3519970944483361,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,29.08,29.08
00-0010346,P.Manning,DEN,2013,5,REG,33,42,414,4,1,0,-0,0,0,300,222,20,32.785227528939814,0,0.36107813762675334,4,-8,1,0,0,1,-0.7234234054625177,0,0,0,0,0,0,0,0,0,0,NA,0,0,35.760000000000005,35.760000000000005
