player_id,player_name,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0000007,R.Abdullah,CHI,2003,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,2,0,0,0,0,-0.40634748665615916,0,2,2,10,0,0,0,0,0,1,-0.10367941198637709,0,0,1.2000000000000002,3.2
00-0000007,R.Abdullah,CHI,2003,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,-4,0,0,0,0,-1.4699250045232475,0,2,2,14,0,0,0,0,0,1,-0.1623979706200771,0,0,1,3
00-0000007,R.Abdullah,CHI,2003,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2,8,0,0,0,0,-0.8294358388520777,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.8,0.8
00-0000007,R.Abdullah,CHI,2003,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,3,4,0,0,0,1,-0.9968712409026921,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.4,0.4
00-0000007,R.Abdullah,CHI,2003,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,6,0,0,0,1,0.17129936488345265,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.6000000000000001,0.6000000000000001
00-0000007,R.Abdullah,CHI,2003,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,3,0,0,0,0,-0.0025923875509761274,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.30000000000000004,0.30000000000000004
00-0000007,R.Abdullah,CHI,2003,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2,3,0,0,0,0,-0.7642163990531117,0,1,1,7,0,0,0,0,0,0,0.124903508449556,0,0,1,2
00-0000007,R.Abdullah,CHI,2003,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,1,0,0,0,0,-0.38123819086467847,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.1,0.1
00-0000007,R.Abdullah,CHI,2003,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,0,0,0,0,-1.7551509176840645,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
00-0000007,R.Abdullah,CHI,2003,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2,3,0,0,0,1,1.0092041931347921,0,1,2,5,0,0,0,0,0,0,-0.36027470184490085,0,0,0.8,1.8
00-0000007,R.Abdullah,CHI,2003,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,3,0,0,0,1,0.5632366971112788,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.30000000000000004,0.30000000000000004
00-0000007,R. Abdullah,CHI,2003,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2,8,0,0,0,0,0.09799107233993709,0,2,2,19,0,0,0,0,0,1,-0.24611762643326074,0,0,2.7,4.7
00-0000166,S. Alexander,LAC,2003,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,-1.220382166095078,0,0,0,0
00-0000166,S. Alexander,LAC,2003,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,5,0,0,0,0,0,0,0,-9.040314006910194,1,0,2,2
00-0000217,L.Allen,DAL,2003,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,-0.9956500551197678,0,0,0,0
00-0000251,M.Alstott,TB,2003,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,12,23,0,0,0,3,-2.18090924853459,0,5,5,36,0,0,0,0,0,1,1.7911950097768568,0,0,5.9,10.9
00-0000251,M.Alstott,TB,2003,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,4,9,0,0,0,2,-0.9039106974960305,0,3,4,22,0,0,0,0,0,1,-0.5036208694800735,0,0,3.1,6.1
00-0000251,M.Alstott,TB,2003,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,8,44,2,0,0,4,3.5651891003362834,0,0,1,0,0,0,0,0,0,0,-0.4325799591606483,0,0,16.4,16.4
00-0000251,M.Alstott,TB,2003,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,3,1,0,0,0,1,-1.1192712457268499,0,2,2,25,0,0,0,0,0,1,0.8497808964457363,0,0,2.6,4.6
