player_id,player_name,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0007091,M.Hasselbeck,IND,2015,4,REG,30,47,282,1,0,3,16,1,0,399,121,14,3.419639194753125,0,0.08816846903502198,3,1,0,0,0,0,-2.471489556783934,0,0,0,0,0,0,0,0,0,0,NA,0,0,15.379999999999999,15.379999999999999
00-0007091,M.Hasselbeck,IND,2015,5,REG,18,29,213,2,0,0,-0,0,0,238,67,10,10.849035795494903,0,0.18020463520107494,3,-3,0,0,0,0,-1.5333873353083618,0,0,0,0,0,0,0,0,0,0,NA,0,0,16.22,16.22
00-0007091,M.Hasselbeck,IND,2015,11,REG,23,32,213,2,2,2,11,0,0,186,147,11,-0.5869540898129344,0,0.11417284463242114,3,8,0,0,0,1,0.2046417667879723,0,0,0,0,0,0,0,0,0,0,NA,0,0,13.32,13.32
00-0007091,M.Hasselbeck,IND,2015,12,REG,26,42,315,2,0,3,6,0,0,300,108,18,10.052799014082385,0,0.15469448099329663,3,-3,0,0,0,0,-1.2812113064574078,0,0,0,0,0,0,0,0,0,0,NA,0,0,20.3,20.3
00-0007091,M.Hasselbeck,IND,2015,13,REG,16,26,169,1,2,2,14,1,1,152,92,9,-10.810871204885188,0,0.014845979961947392,2,1,0,0,0,0,-1.0179952388643958,0,0,0,0,0,0,0,0,0,0,NA,0,0,4.859999999999999,4.859999999999999
00-0007091,M.Hasselbeck,IND,2015,14,REG,18,35,252,0,0,3,33,1,1,280,153,9,-11.710833338942175,0,-0.04320976123256851,1,10,0,0,0,1,1.0459283541422337,0,0,0,0,0,0,0,0,0,0,NA,0,0,9.08,9.08
00-0007091,M.Hasselbeck,IND,2015,15,REG,17,30,147,1,1,2,20,0,0,248,49,9,-3.7582615451906265,0,0.005389085130695748,1,1,0,0,0,0,-0.8171383080771193,0,0,0,0,0,0,0,0,0,0,NA,0,0,7.979999999999999,7.979999999999999
00-0007091,M.Hasselbeck,IND,2015,16,REG,8,15,99,0,0,1,1,0,0,97,42,5,2.4323847157647833,0,0.017857184680115292,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,3.96,3.96
00-0010346,P.Manning,DEN,2015,1,REG,24,40,175,0,1,4,25,0,0,288,71,11,-12.047624071050853,0,-0.01545190161847422,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,4.9,4.9
00-0010346,P.Manning,DEN,2015,2,REG,26,45,256,3,1,3,18,0,0,452,58,15,-2.2949281627820755,0,0.057449043221021776,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,20.240000000000002,20.240000000000002
00-0010346,P.Manning,DEN,2015,3,REG,31,42,324,2,1,1,11,0,0,261,156,14,8.196988416370004,0,0.1482717300108841,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,18.86,18.86
00-0010346,P.Manning,DEN,2015,4,REG,17,27,213,1,2,2,13,0,0,236,80,11,-1.9692476711996816,0,0.048702436964409346,2,-2,0,0,0,0,-2.005662824085448,0,0,0,0,0,0,0,0,0,0,NA,0,0,8.32,8.32
00-0010346,P.Manning,DEN,2015,5,REG,22,35,266,0,2,2,12,0,0,287,141,11,-6.632555163507511,0,0.02182912531486352,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,6.640000000000001,6.640000000000001
00-0010346,P.Manning,DEN,2015,6,REG,26,48,290,1,3,0,-0,0,0,466,144,15,-11.248587201534644,0,-0.004858591705543432,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,9.6,9.6
00-0010346,P.Manning,DEN,2015,8,REG,21,29,340,0,1,0,-0,0,0,303,149,15,15.986145436483659,0,0.23238027057625943,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,11.6,11.6
00-0010346,P.Manning,DEN,2015,9,REG,21,36,281,2,2,1,7,0,0,389,128,13,3.688178079654089,0,0.08856448045725505,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,15.240000000000002,15.240000000000002
00-0010346,P.Manning,DEN,2015,10,REG,5,20,35,0,4,2,9,1,0,290,24,1,-25.73275424091844,0,-0.1080799560273289,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,-6.6,-6.6
00-0010346,P.Manning,DEN,2015,17,REG,5,9,69,0,0,1,-0,0,0,140,16,4,0.09773983550435439,0,0.04675951867807406,2,-2,0,0,0,0,-1.610933780670166,0,0,0,0,0,0,0,0,0,0,NA,0,0,2.56,2.56
00-0010346,P.Manning,DEN,2015,19,POST,21,37,222,0,0,1,7,0,0,335,81,12,-6.852578515576335,1,-0.021017506122452987,2,-1,0,1,0,0,-0.3014491181101566,0,0,0,0,0,0,0,0,0,0,NA,0,0,10.780000000000001,10.780000000000001
00-0010346,P.Manning,DEN,2015,20,POST,17,32,176,2,0,3,31,0,0,369,31,9,-2.4997436116400924,0,0.003885644957581612,3,11,0,1,1,1,-4.296907237963751,0,0,0,0,0,0,0,0,0,0,NA,0,0,14.14,14.14
00-0010346,P.Manning,DEN,2015,21,POST,13,23,141,0,1,5,37,2,1,159,60,5,-16.042635898479077,1,-0.010870300312357875,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,3.6399999999999997,3.6399999999999997
00-0018227,C.Woodson,LV,2015,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,-3,0,0,0,0,-0.9178577111451887,0,0,0,0,0,0,0,0,0,0,NA,0,0,-0.30000000000000004,-0.30000000000000004
00-0019596,T.Brady,NE,2015,1,REG,25,32,288,4,0,2,7,0,0,235,137,19,15.961350756435422,0,0.2889842595800028,3,1,0,0,0,2,0.7416466947761364,0,0,0,0,0,0,0,0,0,0,NA,0,0,27.62,27.62
00-0019596,T.Brady,NE,2015,2,REG,38,59,466,3,0,2,15,1,1,501,205,20,10.445287623487593,0,0.132694452813544,3,-4,0,0,0,0,-1.199274156941101,0,0,0,0,0,0,0,0,0,0,NA,0,0,28.240000000000002,28.240000000000002
00-0019596,T.Brady,NE,2015,3,REG,33,42,358,2,0,2,12,0,0,192,211,19,22.284090240149244,0,0.27810956931204706,2,4,0,0,0,2,0.6732592131593265,0,0,0,0,0,0,0,0,0,0,NA,0,0,22.72,22.72
00-0019596,T.Brady,NE,2015,5,REG,20,27,275,2,0,5,28,1,0,153,180,11,10.904562562126051,0,0.16845138982402286,2,3,1,0,0,1,0.37169334894861095,0,0,0,0,0,0,0,0,0,0,NA,0,0,25.3,25.3
00-0019596,T.Brady,NE,2015,6,REG,23,37,312,3,1,2,11,0,0,228,152,15,7.565521064544493,0,0.0752222343192553,4,0,0,0,0,1,-2.9017172600724734,0,0,0,0,0,0,0,0,0,0,NA,0,0,22.48,22.48
00-0019596,T.Brady,NE,2015,7,REG,34,54,355,2,0,3,18,0,0,382,116,17,7.731365126432829,0,0.09712312016758355,4,15,1,1,0,2,4.340371470025275,0,0,0,0,0,0,0,0,0,0,NA,0,0,29.700000000000003,29.700000000000003
00-0019596,T.Brady,NE,2015,8,REG,26,38,356,4,0,2,14,0,0,323,189,16,15.967562040323987,0,0.188639606234242,1,1,0,0,0,1,1.9670820550527424,0,0,0,0,0,0,0,0,0,0,NA,0,0,30.340000000000003,30.340000000000003
00-0019596,T.Brady,NE,2015,9,REG,26,39,299,2,1,0,-0,0,0,269,180,15,13.634829684912717,0,0.15857096802008408,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,17.86,17.86
00-0019596,T.Brady,NE,2015,10,REG,26,42,334,2,1,3,5,2,1,436,107,15,5.357466461323199,0,0.11827748694102823,2,9,0,0,0,1,1.4422944609541446,0,0,0,0,0,0,0,0,0,0,NA,0,0,18.259999999999998,18.259999999999998
00-0019596,T.Brady,NE,2015,11,REG,20,39,277,1,1,1,6,0,0,347,158,12,2.9276895686172115,0,0.01754537649821425,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,13.08,13.08
00-0019596,T.Brady,NE,2015,12,REG,23,42,280,3,0,3,18,0,0,459,110,13,3.668783604628338,0,0.019610725105430337,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,23.200000000000003,23.200000000000003
00-0019596,T.Brady,NE,2015,13,REG,29,56,312,3,2,4,24,0,0,564,119,17,-7.696433353121392,0,0.020541335580058526,6,17,1,0,0,3,0.5457637399667874,0,1,1,36,0,0,0,7,29,1,3.1290306355804205,0,0,31.78,32.78
00-0019596,T.Brady,NE,2015,14,REG,22,30,226,2,0,3,29,0,0,214,139,11,4.84186556695824,0,0.1147272583630918,4,10,0,0,0,1,0.8716391641646624,0,0,0,0,0,0,0,0,0,0,NA,0,0,18.04,18.04
00-0019596,T.Brady,NE,2015,15,REG,23,35,267,2,0,2,14,0,0,200,182,12,12.528660358715504,0,0.14555505961333426,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,18.68,18.68
