player_id,player_name,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0000007,R.Abdullah,NE,2004,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,4,0,0,0,1,0.9211807647370733,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.4,0.4
00-0000007,R.Abdullah,NE,2004,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,5,4,1,0,0,1,-1.9048981055384502,0,0,0,0,0,0,0,0,0,0,NA,0,0,6.4,6.4
00-0000007,R.Abdullah,NE,2004,6,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,1,9,0,0,0,0,0,0,-0.47290084860287607,0,0,0.9,1.9
00-0000007,R.Abdullah,NE,2004,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,4,-5,0,0,0,0,-3.2062598943302874,0,0,0,0,0,0,0,0,0,0,NA,0,0,-0.5,-0.5
00-0000007,R.Abdullah,NE,2004,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,5,0,0,0,1,-0.7786628964822739,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.5,0.5
00-0000007,R.Abdullah,NE,2004,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2,5,0,0,0,0,-0.6887335125356913,0,0,1,0,0,0,0,0,0,0,-2.6591992721660063,0,0,0.5,0.5
00-0000100,C.Ahanotu,MIA,2004,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,-0.11225197132444009,0,0,0,0
00-0000166,S.Alexander,DET,2004,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,5,15,0,0,0,0,0,0,-3.9539025341843366,0,0,1.5,3.5
00-0000166,S.Alexander,DET,2004,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,3,13,0,0,0,0,0,1,1.2835668587358668,0,0,1.3,3.3
00-0000166,S.Alexander,DET,2004,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,6,15,0,0,0,0,0,1,-2.7065436673583463,0,0,1.5,4.5
00-0000166,S.Alexander,DET,2004,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,3,15,0,0,0,0,0,1,0.1200582223245874,0,0,1.5,3.5
00-0000166,S.Alexander,DET,2004,6,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,3,4,0,0,0,0,0,0,-1.8278254427714273,0,0,0.4,1.4
00-0000166,S.Alexander,DET,2004,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,5,5,52,0,0,0,0,0,2,3.86323969590012,0,0,5.2,10.2
00-0000166,S.Alexander,DET,2004,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,4,25,0,0,0,0,0,2,1.1262189272674732,0,0,2.5,4.5
00-0000166,S.Alexander,DET,2004,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,7,19,0,0,0,0,0,1,-2.919168906635605,0,0,1.9000000000000001,3.9000000000000004
00-0000166,S.Alexander,DET,2004,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,7,24,0,0,0,0,0,1,-3.98909630253911,0,0,2.4000000000000004,5.4
00-0000166,S.Alexander,DET,2004,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,5,27,1,0,0,0,0,2,1.4041326817823574,0,0,8.7,12.7
00-0000166,S.Alexander,DET,2004,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,5,8,58,0,0,0,0,0,4,0.9596424895571545,0,0,5.800000000000001,10.8
00-0000166,S.Alexander,DET,2004,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,1,5,0,0,0,0,0,0,0.18341821245849133,0,0,0.5,1.5
00-0000166,S.Alexander,DET,2004,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,2,0,0,0,0,0,0,0,-1.238472303507538,0,0,0,0
00-0000166,S.Alexander,DET,2004,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,4,26,0,0,0,0,0,2,0.7502279387554154,0,0,2.6,4.6
00-0000166,S.Alexander,DET,2004,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,4,13,0,0,0,0,0,1,-8.211170816153754,0,0,1.3,2.3
00-0000166,S.Alexander,DET,2004,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,6,9,66,0,0,0,0,0,3,2.096864434805798,0,0,6.6000000000000005,12.600000000000001
00-0000251,M.Alstott,TB,2004,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,4,5,0,0,0,2,-0.7543839844875038,0,3,4,17,0,0,0,0,0,2,1.6441755127161741,0,0,2.2,5.2
00-0000251,M.Alstott,TB,2004,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2,6,0,0,0,0,-0.29718163146753795,0,1,3,6,0,0,0,0,0,1,0.24169959191931412,0,0,1.2000000000000002,2.2
00-0000251,M.Alstott,TB,2004,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,12,65,0,0,0,4,-1.477235946804285,0,4,5,30,0,0,0,0,0,1,1.1264846642734483,0,0,9.5,13.5
00-0000251,M.Alstott,TB,2004,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,3,7,0,0,0,0,-1.9153411847073585,0,3,3,9,0,0,0,0,0,1,-1.2230058292625472,0,0,1.6,4.6
00-0000251,M.Alstott,TB,2004,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,4,8,0,0,0,1,-0.783703344524838,0,2,4,7,0,0,0,0,0,0,-1.5529459710232913,0,0,1.5,3.5
00-0000251,M.Alstott,TB,2004,6,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,5,17,1,0,0,3,0.5879731374443509,0,3,4,20,0,0,0,0,0,0,0.3012940080370754,0,0,9.7,12.7
00-0000251,M.Alstott,TB,2004,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,7,29,0,1,1,1,-3.833958823350258,0,2,3,8,0,0,0,0,0,0,-1.7467620613119266,0,0,1.7000000000000002,3.7
00-0000251,M.Alstott,TB,2004,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,7,21,0,0,0,2,-0.28706117410911247,0,0,0,0,0,0,0,0,0,0,NA,0,0,2.1,2.1
00-0000251,M.Alstott,TB,2004,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,6,15,0,0,0,2,-1.0599854100728408,0,2,2,19,0,0,0,0,0,1,0.9310249602684233,0,0,3.4000000000000004,5.4
00-0000251,M.Alstott,TB,2004,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,9,42,1,0,0,4,1.7402980331680737,0,1,1,6,0,0,0,0,0,0,0.11132855399046093,0,0,10.8,11.8
00-0000251,M.Alstott,TB,2004,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,4,12,0,0,0,0,-1.4922382059739903,0,2,4,23,0,0,0,0,0,2,-2.9301097681745887,0,0,3.5,5.5
00-0000251,M.Alstott,TB,2004,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2,2,0,0,0,0,-1.0398149985121563,0,1,2,5,0,1,1,0,0,0,-3.7078709232155234,0,0,-1.2999999999999998,-0.2999999999999998
00-0000251,M.Alstott,TB,2004,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,2,0,0,0,1,0.3510696832090616,0,3,3,37,0,0,0,0,0,2,1.3506532678147778,0,0,3.9000000000000004,6.9
00-0000251,M.Alstott,TB,2004,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,-1,0,0,0,0,-0.6340875233290717,0,2,3,15,0,0,0,0,0,1,0.013225258560851216,0,0,1.4000000000000001,3.4000000000000004
