player_id,player_name,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0000003,A.al-Jabbar,MIA,1999,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,16,60,1,0,0,4,6.248771142039914,0,1,1,7,0,0,0,0,0,0,0.29237815144006163,0,0,12.7,13.7
00-0000003,A.al-Jabbar,MIA,1999,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,9,33,0,0,0,1,-1.43495016801171,0,3,4,18,0,0,0,0,0,1,0.3770088760065846,0,0,5.1000000000000005,8.100000000000001
00-0000003,A.al-Jabbar,MIA,1999,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,3,2,0,0,0,0,-1.5399517274927348,0,0,1,0,0,0,0,0,0,0,-0.6995777329429984,0,0,0.2,0.2
00-0000003,A.al-Jabbar,CLE,1999,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,6,27,0,0,0,0,0.21605088585056365,0,2,2,8,0,0,0,0,0,0,-0.22845397028140724,0,0,3.5,5.5
00-0000003,A.al-Jabbar,CLE,1999,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,13,39,0,0,0,2,-2.9722588522503885,0,0,0,0,0,0,0,0,0,0,NA,0,0,3.9000000000000004,3.9000000000000004
00-0000003,A.al-Jabbar,CLE,1999,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,9,23,0,0,0,1,-1.7450201873434708,0,1,2,2,0,0,0,0,0,0,-1.1106943567283452,0,0,2.5,3.5
00-0000003,A.al-Jabbar,CLE,1999,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,17,54,0,0,0,4,-3.776999145088329,0,1,1,7,0,0,0,0,0,1,1.279744866071269,0,0,6.1000000000000005,7.1000000000000005
00-0000003,A.al-Jabbar,CLE,1999,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,7,11,0,0,0,0,-2.5475255572237074,0,2,3,2,0,0,0,0,0,1,-0.9131615670048632,0,0,1.3,3.3
00-0000003,A.al-Jabbar,CLE,1999,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,35,0,0,0,1,-6.215067754208576,0,1,1,1,0,0,0,0,0,0,-0.36365345981903374,0,0,3.6,4.6
00-0000003,A.al-Jabbar,CLE,1999,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,10,29,0,0,0,1,-2.383866816293448,0,1,1,21,0,0,0,0,0,1,1.9722172258188948,0,0,5,6
00-0000003,A.al-Jabbar,CLE,1999,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,5,10,0,0,0,0,-1.4044066977221519,0,2,2,7,1,0,0,0,0,1,1.8716457170667127,0,0,7.7,9.7
00-0000003,A.al-Jabbar,CLE,1999,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,13,36,0,0,0,2,-1.3497515079798177,0,1,1,4,0,0,0,0,0,0,-0.08707704837433994,0,0,4,5
00-0000003,A.al-Jabbar,CLE,1999,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,19,84,0,0,0,4,0.043107717123348266,0,2,3,7,0,0,0,0,0,0,-1.3328995381016284,0,0,9.1,11.1
00-0000007,R.Abdullah,TB,1999,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,0,0,0,0,-0.3828967599547468,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
00-0000007,R.Abdullah,TB,1999,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,2,8,0,0,0,0,0,0,-1.7646566728362814,0,0,0.8,1.8
00-0000007,R.Abdullah,TB,1999,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,1,3,0,0,0,0,0,0,-0.3249069373123348,0,0,0.30000000000000004,1.3
00-0000007,R.Abdullah,TB,1999,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,4,12,0,0,0,1,-1.8481281675049104,0,0,0,0,0,0,0,0,0,0,NA,0,0,1.2000000000000002,1.2000000000000002
00-0000104,T.Aikman,DAL,1999,1,REG,27,48,355,5,3,1,7,0,0,0,0,15,12.898532832507044,0,0.15670510893223288,2,4,0,0,0,1,1.4512704096268862,0,0,0,0,0,0,0,0,0,0,NA,0,0,28.6,28.6
00-0000104,T.Aikman,DAL,1999,2,REG,9,21,101,0,2,2,11,0,0,0,0,3,-9.172688270331946,0,0.024383311401108304,1,2,0,0,0,0,-0.619693893881049,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.24000000000000005,0.24000000000000005
00-0000104,T.Aikman,DAL,1999,4,REG,14,19,186,2,0,0,-0,0,0,0,0,8,12.639496541058179,0,0.21404970088445677,2,1,0,0,0,0,-0.17797365365549922,0,0,0,0,0,0,0,0,0,0,NA,0,0,15.540000000000001,15.540000000000001
00-0000104,T.Aikman,DAL,1999,5,REG,21,38,177,1,2,1,7,0,0,0,0,7,-6.640577140261504,0,0.02477755515791054,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,6.98,6.98
00-0000104,T.Aikman,DAL,1999,6,REG,19,31,260,0,1,3,16,0,0,0,0,10,9.325317070018906,0,0.12808649480389234,1,0,0,1,0,0,-1.039084330201149,0,0,0,0,0,0,0,0,0,0,NA,0,0,8.4,8.4
00-0000104,T.Aikman,DAL,1999,7,REG,20,32,244,2,0,0,-0,0,0,0,0,11,18.27733160726357,0,0.2496116365934496,1,1,1,0,0,1,1.1466641967999749,0,0,0,0,0,0,0,0,0,0,NA,0,0,23.86,23.86
00-0000104,T.Aikman,DAL,1999,8,REG,19,24,159,0,0,4,27,2,1,0,0,8,-7.357347534154542,0,0.024094763356540587,1,1,0,0,0,1,1.8199699293472804,0,0,0,0,0,0,0,0,0,0,NA,0,0,4.46,4.46
00-0000104,T.Aikman,DAL,1999,9,REG,14,24,129,0,0,2,10,1,0,0,0,7,-0.41833376910919284,0,0.04847158500656254,1,0,0,0,0,0,-4.968366378452629,0,0,0,0,0,0,0,0,0,0,NA,0,0,5.16,5.16
00-0000104,T.Aikman,DAL,1999,12,REG,15,26,215,1,0,1,9,0,0,0,0,7,4.606287628672086,0,0.08499363825325652,2,-1,0,0,0,0,-2.9616280696354806,0,0,0,0,0,0,0,0,0,0,NA,0,0,12.5,12.5
00-0000104,T.Aikman,DAL,1999,13,REG,20,29,160,0,0,3,20,1,0,0,0,7,-5.222677112533931,0,0.02489014856225391,2,-1,0,1,0,0,-0.7857448572758585,0,0,0,0,0,0,0,0,0,0,NA,0,0,6.300000000000001,6.300000000000001
00-0000104,T.Aikman,DAL,1999,14,REG,22,40,242,1,0,1,17,1,0,0,0,11,0.8740939340941227,0,0.07307435036704762,4,6,0,0,0,0,-0.8582050517434254,0,0,0,0,0,0,0,0,0,0,NA,0,0,14.28,14.28
00-0000104,T.Aikman,DAL,1999,15,REG,12,27,158,1,1,1,6,0,0,0,0,5,-6.15584008640144,0,0.033770842525551265,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,8.32,8.32
00-0000104,T.Aikman,DAL,1999,16,REG,23,39,246,2,2,0,-0,0,0,0,0,12,-3.553256127744133,0,0.050445827021045365,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,13.84,13.84
00-0000104,T.Aikman,DAL,1999,17,REG,23,32,288,2,0,0,-0,0,0,0,0,13,16.144374494320665,0,0.18885745493568223,3,-2,0,0,0,0,-1.8540813519211952,0,0,0,0,0,0,0,0,0,0,NA,0,0,19.32,19.32
00-0000104,T.Aikman,DAL,1999,18,POST,22,36,286,0,0,1,8,0,0,0,0,12,3.7505773206842035,0,0.07129564762923414,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,11.44,11.44
00-0000145,D.Alexander,KC,1999,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,6,10,154,1,0,0,0,0,4,5.442977925413288,0,0,21.4,27.4
00-0000145,D.Alexander,KC,1999,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,6,7,117,0,0,0,0,0,3,6.514342890586704,0,0,11.700000000000001,17.700000000000003
00-0000145,D.Alexander,KC,1999,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,6,69,0,0,0,0,0,3,2.4860285869799554,0,0,6.9,9.9
00-0000145,D.Alexander,KC,1999,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,0,0,0,0,-0.4452390829101205,0,1,7,14,0,0,0,0,0,1,-3.4317931800032966,0,0,1.4000000000000001,2.4000000000000004
00-0000145,D.Alexander,KC,1999,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,5,25,0,0,0,0,0,1,-0.7589330966584384,0,0,2.5,4.5
00-0000145,D.Alexander,KC,1999,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,3,0,0,0,0,0,0,0,-2.2404494911897928,0,0,0,0
